"","SYMBOL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000198087","CD2AP",3639.41698786713,0.787173187156345,0.162454403048683,4.84550232178349,1.26291734826825e-06,0.000478322675229413
"ENSG00000186642","PDE2A",97.3821210999472,-1.90023828523466,0.392390007852891,-4.84272852826331,1.28068208068497e-06,0.000478322675229413
"ENSG00000119943","PYROXD2",271.875481823404,-1.38925662297191,0.287370482489783,-4.8343748144742,1.33564723557708e-06,0.000489613648671266
"ENSG00000137492","THAP12",1556.27600474889,0.789026516912833,0.164574027501018,4.79435624742157,1.63198039215563e-06,0.000562282008932056
"ENSG00000240869","RN7SL128P",1179.80105652407,-2.92743393553726,0.610841887109631,-4.79245774940097,1.64750474958622e-06,0.000562282008932056
"ENSG00000117500","TMED5",1922.72346109835,1.04560805766505,0.218837988244729,4.77800068466967,1.77046778374485e-06,0.000594006945410668
"ENSG00000101166","PRELID3B",952.514690778594,1.00263284136867,0.210668658754335,4.75928810339969,1.94276961654662e-06,0.000631721042014605
"ENSG00000265735","RN7SL5P",2711.3388580457,-2.5143439748871,0.528347860562888,-4.75887982627276,1.94670288269214e-06,0.000631721042014605
"ENSG00000178445","GLDC",100.919879702527,6.80684141295422,1.43323482671524,4.74928552256471,2.04136563266991e-06,0.000651755366108079
"ENSG00000204178","TMEM57",1452.67369088369,0.655625184568915,0.138420999532918,4.73645752292808,2.1748629914618e-06,0.000683355760571212
"ENSG00000273768","U1",259.927659393203,-4.94329876756137,1.04626260243346,-4.72472088370925,2.30431630519133e-06,0.000712705558100999
"ENSG00000172175","MALT1",4347.89313125923,1.17994421914799,0.250040572864049,4.71901102142149,2.36993981435105e-06,0.000712705558100999
"ENSG00000145824","CXCL14",138.186902358679,2.85491326201032,0.605051020448349,4.71846698133787,2.37628526570679e-06,0.000712705558100999
"ENSG00000244264","RN7SL597P",53.210480706764,-3.10178508612061,0.658514781393375,-4.71027404966891,2.4738392276128e-06,0.000720141875155813
"ENSG00000104760","FGL1",126.579633583475,7.59354665180229,1.61552840399282,4.70034858751764,2.59717766073025e-06,0.000745088866581961
"ENSG00000205189","ZBTB10",4941.02844125563,0.935180545125553,0.20067547976089,4.66016349501116,3.15958312819677e-06,0.000875835959661292
"ENSG00000198146","ZNF770",2352.64154312812,1.2095151854205,0.259637789813959,4.6584712737201,3.18566249535807e-06,0.000875835959661292
"ENSG00000186847","KRT14",1505.7653507146,-3.22360298210474,0.693827053789303,-4.64611889158716,3.38238115944922e-06,0.000917181302072567
"ENSG00000241529","RN7SL767P",226.211904517388,-1.87078973441837,0.404741537907905,-4.62218368810974,3.79721544866115e-06,0.00101575513251686
"ENSG00000111339","ART4",155.758919317902,3.8476679839296,0.835952393592751,4.60273576990804,4.16977107117312e-06,0.0010860607678141
"ENSG00000174173","TRMT10C",357.894045218835,1.01604109446857,0.220933577979607,4.59885321081595,4.24822969470144e-06,0.00109212606242357
"ENSG00000024526","DEPDC1",171.572178732353,2.42280411249007,0.527140738024748,4.59612383889846,4.30422940981534e-06,0.00109233616881147
"ENSG00000164114","MAP9",1733.43478560139,0.852914622672976,0.186488877306688,4.57354151620703,4.79548603194264e-06,0.00118658307502881
"ENSG00000152078","TMEM56",550.818794378737,1.31495873397157,0.288334847950144,4.56052656597005,5.10255061774916e-06,0.00122345785426306
"ENSG00000206588","RNU1-28P",73.4671895797512,-3.92720252820992,0.861341449750375,-4.55940269604819,5.12993189713735e-06,0.00122345785426306
"ENSG00000154447","SH3RF1",3250.35030572554,1.24424844785835,0.274225561659231,4.53731752915334,5.69742898687077e-06,0.00131140240459427
"ENSG00000128609","NDUFA5",1472.42477491995,1.02230174714316,0.225907341214474,4.52531441274677,6.03057822823828e-06,0.00137212983940203
"ENSG00000184916","JAG2",188.521982896209,-1.50886978384687,0.333938307029265,-4.51840879613323,6.2306101062281e-06,0.00139236127169855
"ENSG00000185515","BRCC3",623.595195288355,0.723318981355259,0.160206484482408,4.51491700658775,6.3341566849447e-06,0.00139236127169855
"ENSG00000166197","NOLC1",2154.15739718172,0.647332714481935,0.143400165923048,4.51416991267159,6.35652407180706e-06,0.00139236127169855
"ENSG00000133983","COX16",92.4845115796596,1.31822030407986,0.292113649970339,4.5126966994309,6.4008525246056e-06,0.00139236127169855
"ENSG00000142856","ITGB3BP",293.59371607204,1.37245974716031,0.305135828099961,4.49786495314702,6.86392719518057e-06,0.00145454418571494
"ENSG00000067167","TRAM1",3780.9493853997,1.08346132817909,0.241653508150418,4.48353237853549,7.34174566323072e-06,0.00152978795161739
"ENSG00000205339","IPO7",3428.97472280781,0.773147924016405,0.172615936979141,4.47900661750505,7.49912091307796e-06,0.00154630310910811
"ENSG00000114353","GNAI2",1334.61537977915,-0.772030919186699,0.173275425836879,-4.45551303918587,8.36928086308203e-06,0.00169050933351744
"ENSG00000085552","IGSF9",216.369971341301,-1.66701826085755,0.377049199000216,-4.42122212506435,9.81442184672125e-06,0.0019622331158329
"ENSG00000240344","PPIL3",199.22996403784,1.0978164751837,0.24842718308199,4.41906743684078,9.91277148690528e-06,0.0019622331158329
"ENSG00000205707","LYRM5",388.064280667517,1.59334285002111,0.362283763165361,4.39805205759067,1.09226783733667e-05,0.0021286861660735
"ENSG00000077254","USP33",2635.25926190698,0.672853138190255,0.153054639675467,4.39616296256654,1.10181226508329e-05,0.0021286861660735
"ENSG00000100968","NFATC4",167.283305814144,-1.3125829405353,0.298740378267856,-4.39372457163597,1.11424970981629e-05,0.0021286861660735
"ENSG00000128340","RAC2",83.0118914319015,-1.56636417250456,0.356565561364974,-4.39292052353104,1.11838020344351e-05,0.0021286861660735
"ENSG00000146085","MUT",1240.72779615532,0.74526753671516,0.170031859357945,4.38310525762262,1.16999548295279e-05,0.00220572005571909
"ENSG00000180817","PPA1",1319.64775069554,0.970575823169842,0.221734879801154,4.37719056217149,1.20218860319985e-05,0.00222983912255191
"ENSG00000133067","LGR6",111.100914229212,-3.67205033066714,0.839014421000403,-4.37662361785004,1.20531844462265e-05,0.00222983912255191
"ENSG00000187735","TCEA1",2025.2717358083,0.598512666458445,0.13681748119852,4.37453358456449,1.21692387772438e-05,0.00223046371847724
"ENSG00000016402","IL20RA",384.410259619954,1.37574578798758,0.315271602202113,4.36368444978314,1.27890013448523e-05,0.00232255304239771
"ENSG00000143457","GOLPH3L",994.08499185751,0.600531854457485,0.138202315090641,4.34530965753808,1.39079326498568e-05,0.00247629544362511
"ENSG00000141527","CARD14",107.71938918094,-1.45686336151791,0.335343486469665,-4.34439140850793,1.39662307850108e-05,0.00247629544362511
"ENSG00000174695","TMEM167A",1662.14721667472,0.810930488778462,0.186691576352091,4.34369083289054,1.4010865859359e-05,0.00247629544362511
"ENSG00000262074","SNORD3B-2",102.948532270605,3.8380603850623,0.885769378027879,4.33302446468352,1.47074759015323e-05,0.00257641137584806
"ENSG00000275090","RN7SL296P",72.0408307022323,-3.41315778260654,0.788221646628219,-4.33020051809923,1.489736251528e-05,0.00258678325429797
"ENSG00000088882","CPXM1",239.625085384912,-3.26981823900099,0.755595319582282,-4.32747286048391,1.50829923189684e-05,0.00259624202568679
"ENSG00000114270","COL7A1",1165.41808195338,-2.06233533056834,0.476895922648489,-4.32449772083384,1.52879784554787e-05,0.00260884080626035
"ENSG00000144566","RAB5A",1377.75292067801,0.657918232864159,0.152949391843012,4.30154199984953,1.69613615829349e-05,0.00286965942336921
"ENSG00000134970","TMED7",2493.6162762627,1.54499693025337,0.359926016164702,4.29254030235586,1.76640474968509e-05,0.00296321881525562
"ENSG00000115514","TXNDC9",476.121481069878,0.872982231605093,0.203496626944398,4.28991008211463,1.78745473561007e-05,0.00297333331860515
"ENSG00000170160","CCDC144A",92.2197226563844,5.25545175917447,1.22608960672758,4.28635209884963,1.81631030570299e-05,0.00299615520844923
"ENSG00000008710","PKD1",726.323946435296,-1.42880376899908,0.333729455072554,-4.2813235310274,1.85785020514221e-05,0.0030393508108091
"ENSG00000130518","KIAA1683",212.142026357251,-2.25670787220905,0.527667384750104,-4.27676209943844,1.89631263554446e-05,0.00307684496890185
"ENSG00000129493","HEATR5A",443.483555123658,0.783707892461001,0.18352001896463,4.27042181491954,1.95103609892299e-05,0.00313989915269761
"ENSG00000167123","CERCAM",197.215448958889,-1.22566278418976,0.287578528735261,-4.26201076130438,2.02595684632037e-05,0.00319487353319649
"ENSG00000111229","ARPC3",1300.67036147708,0.764682733107088,0.179436653443373,4.26157487020014,2.0299132380016e-05,0.00319487353319649
"ENSG00000237541","HLA-DQA2",71.8046436679311,-3.2898603493143,0.772877005151439,-4.25664151913755,2.07520697072839e-05,0.00323454503823374
"ENSG00000122741","DCAF10",1202.11494687804,0.675484966170695,0.158993146387295,4.24851625066445,2.15191039040613e-05,0.00331045522044831
"ENSG00000068724","TTC7A",324.812724801685,-0.804679781342654,0.18943616135363,-4.24776228357225,2.15916316677845e-05,0.00331045522044831
"ENSG00000183087","GAS6",527.050231882683,-1.29633295395978,0.30529111123159,-4.24621912092423,2.17408021550028e-05,0.00331045522044831
"ENSG00000188878","FBF1",78.6005437123276,-0.903149839830248,0.213231272803511,-4.23554119410283,2.28001898109048e-05,0.00342272799384607
"ENSG00000078043","PIAS2",1335.00165419743,0.656512315733939,0.155009374984361,4.2353071599713,2.28239502494408e-05,0.00342272799384607
"ENSG00000102879","CORO1A",105.150996978429,-1.55091087094173,0.366677528612994,-4.22963162430012,2.3407429142881e-05,0.0034395910197015
"ENSG00000241399","CD302",936.777868751997,0.909469940813078,0.215047970780325,4.22914914059858,2.34576806092297e-05,0.0034395910197015
"ENSG00000110958","PTGES3",3176.86009845046,0.941787010179197,0.223029059181939,4.22270987302565,2.41382454050411e-05,0.00351335711612344
"ENSG00000155850","SLC26A2",3524.40849185449,1.73881986625522,0.412433484299769,4.21600071877625,2.48672966779402e-05,0.00359305210029071
"ENSG00000131263","RLIM",3314.2138597128,0.669398300074589,0.159382299921852,4.19995382425028,2.66969420403828e-05,0.00380191343661423
"ENSG00000165105","RASEF",2941.74667825074,0.722103676567582,0.172452099142411,4.18727101704498,2.82328624771432e-05,0.00396361356549681
"ENSG00000157224","CLDN12",1586.68683963829,1.32128014118933,0.316118137487207,4.17970367563233,2.9188919152284e-05,0.00406897644098213
"ENSG00000147676","MAL2",1966.87446778239,1.04969237192572,0.251617322175082,4.17178103181355,3.02228002501544e-05,0.00418363867798466
"ENSG00000121005","CRISPLD1",1493.07237163181,2.5649906259708,0.61521760961209,4.16924123415142,3.05615380896843e-05,0.004184460676839
"ENSG00000267519","MIR24-2",429.186570465201,-2.51404083268361,0.603167516543559,-4.16806403483111,3.07197643312494e-05,0.004184460676839
"ENSG00000124574","ABCC10",326.779785776632,-0.921036300039724,0.221030817084008,-4.16700400510061,3.08629077453142e-05,0.004184460676839
"ENSG00000198015","MRPL42",1583.8691697937,0.621919957958854,0.149999978018284,4.14613366065325,3.38136486874858e-05,0.00452257551195123
"ENSG00000153064","BANK1",1068.79633828607,2.60592047729313,0.62957080433764,4.13920159470351,3.48516599494939e-05,0.00463012489060558
"ENSG00000074047","GLI2",54.0691173295759,-1.66993183792058,0.403854875949731,-4.13498000734414,3.54985538104974e-05,0.00465360180581985
"ENSG00000244642","RN7SL396P",167.939902348957,-1.8841865386123,0.456501878007031,-4.12744531706676,3.66815621429415e-05,0.00477704949091794
"ENSG00000182871","COL18A1",702.78413308322,-1.3470283808333,0.326653775646728,-4.12371899931777,3.72803665123571e-05,0.00482329970661509
"ENSG00000176853","FAM91A1",1880.29592088449,0.667424906453192,0.161927095882681,4.12176172749218,3.75985980694164e-05,0.00483288473236428
"ENSG00000105771","SMG9",389.304683742568,-0.762437473231827,0.185103048213132,-4.11898929051638,3.80537830389799e-05,0.00485983635649424
"ENSG00000056558","TRAF1",169.503555009938,-1.0149798236534,0.247111234997783,-4.10738032069851,4.00172008733772e-05,0.00507782366210578
"ENSG00000213639","PPP1CB",8542.99690318499,1.1033566835602,0.269059144275638,4.10079607786852,4.11731270599553e-05,0.00519122324937462
"ENSG00000134308","YWHAQ",4366.35068458994,0.823286164966485,0.200896429135804,4.09806271076103,4.16622420757829e-05,0.00521964608791217
"ENSG00000067191","CACNB1",95.1333285005335,-1.97124199732641,0.481556185364395,-4.09348287331157,4.24941477951485e-05,0.00529034402859585
"ENSG00000158863","FAM160B2",448.90751162795,-1.19463574986862,0.291941972375911,-4.09203150936576,4.27610530222448e-05,0.00529034402859585
"ENSG00000173890","GPR160",1060.87910401366,1.4637557173505,0.358047656517989,4.08815891042416,4.34810272839e-05,0.00534600580798013
"ENSG00000164323","CFAP97",1872.48979663049,0.834208115906326,0.20424369846721,4.08437627288782,4.41953670241389e-05,0.00537657717562332
"ENSG00000151239","TWF1",1820.66522545028,0.928010744183722,0.227232552056557,4.0839692015286,4.4272901218823e-05,0.00537657717562332
"ENSG00000123411","IKZF4",114.260509523028,-1.00389394772519,0.246077590562349,-4.07958296987157,4.51165651407658e-05,0.00541007751754313
"ENSG00000092929","UNC13D",59.0354755918751,-1.12657847496547,0.276238130988652,-4.07828734915581,4.5368672286545e-05,0.00541007751754313
"ENSG00000126215","XRCC3",100.989431532968,-1.29401730576951,0.317550853403213,-4.074992373352,4.60158551039737e-05,0.00545439432205485
"ENSG00000154237","LRRK1",737.57399645615,-1.14137324578653,0.28055327503665,-4.06829414355413,4.73585744479115e-05,0.00558013679283576
"ENSG00000280623","PCAT14",4140.17278994367,3.04107633164126,0.748250038988802,4.06425148437148,4.81868494057405e-05,0.00563685680510752
"ENSG00000143554","SLC27A3",144.05653500049,-1.62866497343886,0.400835438500339,-4.06317609922977,4.84094800135528e-05,0.00563685680510752
"ENSG00000106948","AKNA",483.322439665945,-1.05535460679856,0.2600229139107,-4.05869848516889,4.93469798932644e-05,0.00567920620341378
"ENSG00000164815","ORC5",719.922840944372,1.08455084724821,0.26741766003851,4.05564407037302,4.99963441675824e-05,0.00572067995836586
"ENSG00000164163","ABCE1",1319.00557879356,1.02058537053062,0.251899940855434,4.05155065564837,5.08793075287853e-05,0.00578825225593279
"ENSG00000184988","TMEM106A",109.978585038888,-1.32693221138453,0.327886729023191,-4.04692259225494,5.18953930860346e-05,0.00587011032078888
"ENSG00000185222","TCEAL9",589.650148703578,0.744654003405364,0.184113465435091,4.04453852218589,5.24262880077728e-05,0.00587167183022504
"ENSG00000138814","PPP3CA",8530.20447273555,1.10908857347798,0.27428505351576,4.04356183197657,5.26452642273255e-05,0.00587167183022504
"ENSG00000196233","LCOR",3411.60177784284,0.571034607633666,0.141244576479561,4.04287811869574,5.27990697539812e-05,0.00587167183022504
"ENSG00000173674","EIF1AX",1485.01107450964,1.11606455562061,0.276249156712599,4.0400650228291,5.34363845006617e-05,0.00590934766028267
"ENSG00000181904","C5orf24",1204.3016441982,0.990648981092345,0.245719746142959,4.03162137615098,5.53933762287959e-05,0.00609173268027231
"ENSG00000141428","C18orf21",199.018632623604,0.903519392599038,0.22420773336621,4.02983152736873,5.58168427732026e-05,0.00610438896516876
"ENSG00000177303","CASKIN2",279.330229622637,-0.99758083633746,0.247726413576357,-4.02694578238817,5.65060555229623e-05,0.00614580972020351
"ENSG00000211666","IGLV2-14",50.6297534748753,-2.3366535749745,0.580861106032029,-4.02274063577199,5.7524832490386e-05,0.0062224265527169
"ENSG00000138031","ADCY3",270.933355295884,-0.971087754659387,0.241524612226677,-4.02065754585706,5.80359208486555e-05,0.00624359268043009
"ENSG00000091140","DLD",1219.70896688184,0.72661876983605,0.180832255842385,4.01819225475667,5.86463392785647e-05,0.00624434652077378
"ENSG00000164823","OSGIN2",392.315421934714,0.702061463904173,0.174725527815143,4.01808180340393,5.86738293944897e-05,0.00624434652077378
"ENSG00000145439","CBR4",883.29714084506,0.984350747948221,0.245244364627413,4.01375480918265,5.97604243709697e-05,0.00632597647285211
"ENSG00000172830","SSH3",538.957907866579,-1.03350917221112,0.25761887456764,-4.01177582172756,6.02637132205292e-05,0.00633836363524926
"ENSG00000014914","MTMR11",76.1167536748736,-1.7151377101739,0.427631694037186,-4.01078248897228,6.05178442567371e-05,0.00633836363524926
"ENSG00000201428","RN7SKP71",387.092009024632,-3.04544105621774,0.760040529482467,-4.00694560103455,6.15090227073636e-05,0.00640826897101191
"ENSG00000198464","ZNF480",759.087569460266,0.859546461998907,0.214832763840041,4.00100267126342,6.30746457338843e-05,0.00653697702776042
"ENSG00000105655","ISYNA1",146.205281932758,-1.4066910104512,0.352180414754919,-3.99423406730356,6.49037219988501e-05,0.00665683511381989
"ENSG00000104442","ARMC1",786.516359389854,0.65634097142934,0.164557448100293,3.98852181415283,6.64862899868035e-05,0.00678400056849884
"ENSG00000061794","MRPS35",964.09143399571,0.801757727641331,0.201283870747315,3.98321894677706,6.79880649433475e-05,0.00690166023360802
"ENSG00000084733","RAB10",2508.3550380361,0.75367185444087,0.189432125760505,3.97858521312124,6.93265647945464e-05,0.00695527872042239
"ENSG00000172115","CYCS",1089.42116663704,1.02655246606984,0.258073627807813,3.97775036058435,6.95703554758087e-05,0.00695527872042239
"ENSG00000110237","ARHGEF17",614.047066403986,-1.11818914897106,0.281461100928658,-3.97280173097343,7.10321720665991e-05,0.0070657379198911
"ENSG00000180964","TCEAL8",792.749028576764,0.703670485367683,0.17751004606427,3.96411640337759,7.36683014992882e-05,0.00723699735698102
"ENSG00000166275","BORCS7",588.830221296428,1.16197701587422,0.293252245912324,3.96238061965815,7.42061143790591e-05,0.00723699735698102
"ENSG00000076554","TPD52",6194.49158758326,1.27973532426208,0.322979025498576,3.96228616482628,7.42354864051194e-05,0.00723699735698102
"ENSG00000100982","PCIF1",396.566287293138,-0.9736156673693,0.245789610680555,-3.96117502555744,7.45818368691148e-05,0.00723699735698102
"ENSG00000165092","ALDH1A1",948.924110901773,2.68521695496957,0.679418060481983,3.95223075622197,7.74260229053823e-05,0.00747633230932704
"ENSG00000135002","RFK",464.213804613195,1.58448170867901,0.401064461790076,3.95069087300074,7.7925921840229e-05,0.00748807583896764
"ENSG00000154174","TOMM70",2038.42721174232,0.65965142100343,0.167025305760384,3.94941004897648,7.83440443691952e-05,0.00749188578883197
"ENSG00000147649","MTDH",3242.71176614891,0.524981714633241,0.133029387483226,3.9463589554559,7.93486284643371e-05,0.00755147163678631
"ENSG00000106976","DNM1",125.084881516967,-1.84840083400079,0.469022878537224,-3.94096091808044,8.11558492446191e-05,0.00768650734831213
"ENSG00000104131","EIF3J",1347.1594826259,0.887297194166015,0.225309235721839,3.93813059337456,8.21188990343695e-05,0.00771145544033021
"ENSG00000172594","SMPDL3A",596.024304340273,1.26418858944544,0.321077683894544,3.9373293531688,8.2393485561254e-05,0.00771145544033021
"ENSG00000278771","Metazoa_SRP",4855.44036106298,-1.48210928470872,0.376479134289429,-3.93676342118157,8.25879541980301e-05,0.00771145544033021
"ENSG00000134001","EIF2S1",1022.3851706954,0.696883312692759,0.177167220465221,3.9334777102831,8.3725606261093e-05,0.00772340400135062
"ENSG00000166352","C11orf74",134.452116558573,1.09816295724277,0.279266899772269,3.93230618500895,8.41348074950697e-05,0.00772340400135062
"ENSG00000087266","SH3BP2",590.048538244375,-0.917599433160966,0.233398877355425,-3.93146463923914,8.44299160610397e-05,0.00772340400135062
"ENSG00000166200","COPS2",1598.53661041396,0.846356327125297,0.215307959411901,3.93091054059061,8.46247580495078e-05,0.00772340400135062
"ENSG00000285847",NA,67.3748178770574,-3.97149578183079,1.01035530753276,-3.93079122979915,8.46667677844448e-05,0.00772340400135062
"ENSG00000235655","H3F3AP4",287.139686989538,1.46616636979001,0.373385939553048,3.92667804134524,8.61271448856311e-05,0.0077782077072702
"ENSG00000048544","MRPS10",499.199729110143,0.678591018917683,0.172821879411838,3.92653419362827,8.61786458924224e-05,0.0077782077072702
"ENSG00000201793","RN7SKP9",145.808286854432,-2.83549851550817,0.722453184561225,-3.92481973379394,8.67947088881993e-05,0.0077782077072702
"ENSG00000163811","WDR43",1292.02892182315,0.667752104736298,0.170141098586461,3.92469609214944,8.68392979695233e-05,0.0077782077072702
"ENSG00000138698","RAP1GDS1",519.538456432836,0.700850851378233,0.178795211380131,3.91985247238068,8.8603189635602e-05,0.00788129531224757
"ENSG00000155438","NIFK",506.362321394721,0.859589177441064,0.219319077857498,3.91935432994834,8.87865044016776e-05,0.00788129531224757
"ENSG00000104870","FCGRT",665.825559343689,-1.02346808516423,0.261448286863151,-3.91461002649423,9.05504397581364e-05,0.00800199087059067
"ENSG00000106804","C5",843.488506641865,1.58710835900999,0.405745780272687,3.91158315421877,9.16930744869128e-05,0.00806695293097084
"ENSG00000142303","ADAMTS10",83.4133012467074,-1.81629908706398,0.464524527526349,-3.91001761895329,9.22893892307715e-05,0.0080834887602793
"ENSG00000179195","ZNF664",3618.81168223875,0.852486113495721,0.218194276948959,3.90700491972637,9.34472516743786e-05,0.00814884734314681
"ENSG00000088930","XRN2",2112.49343700916,0.566721530257754,0.145497641219117,3.89505648001729,9.81758505693617e-05,0.00844952592182833
"ENSG00000205133","TRIQK",1310.25565428733,0.731132879610446,0.187816908681351,3.89279583368546,9.90955459649937e-05,0.00849175901461927
"ENSG00000278626","RP11-467L19.16",52.2134723849232,3.75075432733672,0.964386097981779,3.88926627539128,0.000100547750348365,0.00857906344028399
"ENSG00000122691","TWIST1",50.6736610022504,2.4603784958635,0.633946190289703,3.88105257756838,0.000104005350975432,0.00879823043828497
